DATE,MONTH,RainToday,RainTomorrow,BASEL_pressure,BASEL_humidity,BASEL_temp_mean,BASEL_sunshine,BASEL_pressure_lag1,BASEL_humidity_lag1,BASEL_temp_mean_lag1,BASEL_sunshine_lag1
2005-01-25,1,1,0,1.0192,0.83,-2.9,0.0,1.0179,0.78,-1.2,1.4
2005-01-26,1,0,0,1.0198,0.76,-3.7,0.8,1.0192,0.83,-2.9,0.0
2005-01-27,1,0,0,1.0199,0.75,-6.1,2.3,1.0198,0.76,-3.7,0.8
2005-01-28,1,0,0,1.0156,0.73,-4.6,2.4,1.0199,0.75,-6.1,2.3
2005-01-29,1,0,0,1.0232,0.67,-5.9,7.7,1.0156,0.73,-4.6,2.4
2005-01-30,1,0,1,1.0329,0.68,-6.1,1.4,1.0232,0.67,-5.9,7.7
2005-01-31,1,1,1,1.0308,0.69,-0.7,0.0,1.0329,0.68,-6.1,1.4
2005-02-01,2,1,1,1.0268,0.84,2.0,0.7,1.0308,0.69,-0.7,0.0
2005-02-02,2,1,0,1.0324,0.84,1.7,0.2,1.0268,0.84,2.0,0.7
2005-02-03,2,0,0,1.0327,0.85,2.6,1.3,1.0324,0.84,1.7,0.2
2005-02-04,2,0,0,1.0314,0.8,1.4,5.1,1.0327,0.85,2.6,1.3
2005-02-05,2,0,0,1.0258,0.76,0.8,8.3,1.0314,0.8,1.4,5.1
2005-02-06,2,0,0,1.026,0.81,0.7,1.8,1.0258,0.76,0.8,8.3
2005-02-07,2,0,0,1.0269,0.8,1.6,4.3,1.026,0.81,0.7,1.8
2005-02-08,2,0,0,1.0303,0.67,2.9,6.1,1.0269,0.8,1.6,4.3
2005-02-09,2,0,0,1.0331,0.6,3.5,9.1,1.0303,0.67,2.9,6.1
2005-02-10,2,0,1,1.0341,0.68,4.1,0.1,1.0331,0.6,3.5,9.1
2005-02-11,2,1,1,1.0274,0.81,6.6,0.0,1.0341,0.68,4.1,0.1
2005-02-12,2,1,1,1.0133,0.76,10.2,0.0,1.0274,0.81,6.6,0.0
2005-02-13,2,1,1,1.0052,0.8,3.0,0.3,1.0133,0.76,10.2,0.0
2005-02-14,2,1,0,1.008,0.81,1.1,1.1,1.0052,0.8,3.0,0.3
2005-02-15,2,0,0,1.01,0.84,-0.3,1.4,1.008,0.81,1.1,1.1
2005-02-16,2,0,0,1.0186,0.81,-1.1,0.1,1.01,0.84,-0.3,1.4
2005-02-17,2,0,1,1.0239,0.82,-1.3,0.3,1.0186,0.81,-1.1,0.1
2005-02-18,2,1,1,1.0229,0.77,-0.9,0.0,1.0239,0.82,-1.3,0.3
2005-02-19,2,1,1,1.0135,0.82,-1.0,0.0,1.0229,0.77,-0.9,0.0
2005-02-20,2,1,1,1.0097,0.79,0.2,3.8,1.0135,0.82,-1.0,0.0
2005-02-21,2,1,1,1.0069,0.86,-1.2,0.0,1.0097,0.79,0.2,3.8
2005-02-22,2,1,1,1.006,0.89,-1.7,0.0,1.0069,0.86,-1.2,0.0
2005-02-23,2,1,0,1.0104,0.78,-2.2,0.6,1.006,0.89,-1.7,0.0
2005-02-24,2,0,0,1.0138,0.76,-2.0,1.8,1.0104,0.78,-2.2,0.6
2005-02-25,2,0,0,1.0159,0.79,-2.7,0.1,1.0138,0.76,-2.0,1.8
2005-02-26,2,0,1,1.0135,0.71,-1.3,0.7,1.0159,0.79,-2.7,0.1
2005-02-27,2,1,0,1.0143,0.81,-4.0,0.0,1.0135,0.71,-1.3,0.7
2005-02-28,2,0,0,1.0209,0.6,-6.2,9.9,1.0143,0.81,-4.0,0.0
2005-03-01,3,0,0,1.015,0.66,-7.6,7.9,1.0209,0.6,-6.2,9.9
2005-03-02,3,0,0,1.0091,0.63,-3.9,9.4,1.015,0.66,-7.6,7.9
2005-03-03,3,0,0,1.0075,0.58,0.5,7.2,1.0091,0.63,-3.9,9.4
2005-03-04,3,0,1,1.0125,0.64,-0.2,6.3,1.0075,0.58,0.5,7.2
2005-03-05,3,1,0,1.0073,0.79,-0.3,0.1,1.0125,0.64,-0.2,6.3
2005-03-06,3,0,1,1.0175,0.84,-2.2,0.0,1.0073,0.79,-0.3,0.1
2005-03-07,3,1,1,1.0254,0.79,-3.4,5.1,1.0175,0.84,-2.2,0.0
2005-03-08,3,1,0,1.0267,0.84,1.6,0.4,1.0254,0.79,-3.4,5.1
2005-03-09,3,0,0,1.0295,0.78,3.0,0.4,1.0267,0.84,1.6,0.4
2005-03-10,3,0,0,1.0283,0.76,2.6,2.9,1.0295,0.78,3.0,0.4
2005-03-11,3,0,1,1.02,0.66,2.5,6.8,1.0283,0.76,2.6,2.9
2005-03-12,3,1,0,1.0106,0.7,3.4,0.0,1.02,0.66,2.5,6.8
2005-03-13,3,0,0,1.0155,0.66,2.2,10.2,1.0106,0.7,3.4,0.0
2005-03-14,3,0,0,1.0169,0.61,5.4,8.2,1.0155,0.66,2.2,10.2
2005-03-15,3,0,0,1.0245,0.63,9.5,10.9,1.0169,0.61,5.4,8.2
2005-03-16,3,0,0,1.0289,0.54,11.2,11.1,1.0245,0.63,9.5,10.9
2005-03-17,3,0,0,1.0303,0.54,13.0,9.6,1.0289,0.54,11.2,11.1
2005-03-18,3,0,0,1.0288,0.58,13.8,11.2,1.0303,0.54,13.0,9.6
2005-03-19,3,0,0,1.0228,0.62,13.6,10.6,1.0288,0.58,13.8,11.2
2005-03-20,3,0,0,1.0188,0.77,12.0,4.1,1.0228,0.62,13.6,10.6
2005-03-21,3,0,1,1.0147,0.66,11.4,9.2,1.0188,0.77,12.0,4.1
2005-03-22,3,1,0,1.0151,0.72,11.0,0.1,1.0147,0.66,11.4,9.2
2005-03-23,3,0,1,1.0183,0.8,13.2,9.0,1.0151,0.72,11.0,0.1
2005-03-24,3,1,1,1.0179,0.85,12.1,1.5,1.0183,0.8,13.2,9.0
2005-03-25,3,1,1,1.0172,0.72,12.5,7.1,1.0179,0.85,12.1,1.5
2005-03-26,3,1,1,1.0089,0.85,11.1,1.2,1.0172,0.72,12.5,7.1
2005-03-27,3,1,0,1.0079,0.87,11.3,0.7,1.0089,0.85,11.1,1.2
2005-03-28,3,0,1,1.0134,0.75,11.9,1.2,1.0079,0.87,11.3,0.7
2005-03-29,3,1,0,1.0137,0.8,11.7,1.6,1.0134,0.75,11.9,1.2
2005-03-30,3,0,1,1.0163,0.74,11.0,1.0,1.0137,0.8,11.7,1.6
2005-03-31,3,1,0,1.0217,0.8,9.6,1.9,1.0163,0.74,11.0,1.0
2005-04-01,4,0,0,1.0235,0.62,10.9,10.4,1.0217,0.8,9.6,1.9
2005-04-02,4,0,0,1.0217,0.53,11.6,11.5,1.0235,0.62,10.9,10.4
2005-04-03,4,0,0,1.0239,0.52,11.9,11.0,1.0217,0.53,11.6,11.5
2005-04-04,4,0,1,1.0251,0.5,11.9,11.5,1.0239,0.52,11.9,11.0
2005-04-05,4,1,1,1.0268,0.69,10.4,0.0,1.0251,0.5,11.9,11.5
2005-04-06,4,1,1,1.0208,0.66,13.2,5.8,1.0268,0.69,10.4,0.0
2005-04-07,4,1,1,1.01,0.72,12.0,0.0,1.0208,0.66,13.2,5.8
2005-04-08,4,1,1,1.0063,0.8,7.6,0.2,1.01,0.72,12.0,0.0
2005-04-09,4,1,1,1.0157,0.85,3.6,0.0,1.0063,0.8,7.6,0.2
2005-04-10,4,1,0,1.0254,0.69,5.1,4.9,1.0157,0.85,3.6,0.0
2005-04-11,4,0,0,1.0234,0.54,9.1,6.3,1.0254,0.69,5.1,4.9
2005-04-12,4,0,0,1.0193,0.69,8.7,0.0,1.0234,0.54,9.1,6.3
2005-04-13,4,0,0,1.0133,0.68,10.1,0.0,1.0193,0.69,8.7,0.0
2005-04-14,4,0,0,1.0071,0.64,12.0,7.1,1.0133,0.68,10.1,0.0
2005-04-15,4,0,1,1.0048,0.67,10.9,7.1,1.0071,0.64,12.0,7.1
2005-04-16,4,1,1,0.9986,0.81,8.6,0.0,1.0048,0.67,10.9,7.1
2005-04-17,4,1,1,1.0002,0.92,6.3,0.0,0.9986,0.81,8.6,0.0
2005-04-18,4,1,1,1.0033,0.8,10.5,0.9,1.0002,0.92,6.3,0.0
2005-04-19,4,1,1,1.006,0.74,9.5,0.7,1.0033,0.8,10.5,0.9
2005-04-20,4,1,0,1.011,0.84,7.5,0.0,1.006,0.74,9.5,0.7
2005-04-21,4,0,0,1.0166,0.78,8.1,2.2,1.011,0.84,7.5,0.0
2005-04-22,4,0,1,1.0155,0.54,9.3,12.2,1.0166,0.78,8.1,2.2
2005-04-23,4,1,1,1.0127,0.7,10.7,1.6,1.0155,0.54,9.3,12.2
2005-04-24,4,1,1,1.0104,0.96,11.0,0.0,1.0127,0.7,10.7,1.6
2005-04-25,4,1,1,1.011,0.82,10.8,0.2,1.0104,0.96,11.0,0.0
2005-04-26,4,1,1,1.0169,0.7,12.8,3.2,1.011,0.82,10.8,0.2
2005-04-27,4,1,0,1.0206,0.88,11.0,1.1,1.0169,0.7,12.8,3.2
2005-04-28,4,0,0,1.022,0.72,14.4,4.1,1.0206,0.88,11.0,1.1
2005-04-29,4,0,0,1.0199,0.61,17.8,9.7,1.022,0.72,14.4,4.1
2005-04-30,4,0,0,1.0153,0.57,19.0,11.9,1.0199,0.61,17.8,9.7
2005-05-01,5,0,1,1.013,0.52,20.6,10.9,1.0153,0.57,19.0,11.9
2005-05-02,5,1,1,1.0149,0.53,19.9,6.8,1.013,0.52,20.6,10.9
2005-05-03,5,1,1,1.0174,0.86,14.7,0.9,1.0149,0.53,19.9,6.8
2005-05-04,5,1,1,1.0168,0.84,11.8,1.9,1.0174,0.86,14.7,0.9
2005-05-05,5,1,1,1.0171,0.84,11.4,2.2,1.0168,0.84,11.8,1.9
2005-05-06,5,1,1,1.0191,0.79,10.0,1.1,1.0171,0.84,11.4,2.2
2005-05-07,5,1,0,1.0141,0.83,10.2,0.2,1.0191,0.79,10.0,1.1
2005-05-08,5,0,1,1.0143,0.61,10.1,8.6,1.0141,0.83,10.2,0.2
2005-05-09,5,1,0,1.0135,0.6,10.5,9.9,1.0143,0.61,10.1,8.6
2005-05-10,5,0,0,1.0161,0.63,9.7,6.6,1.0135,0.6,10.5,9.9
2005-05-11,5,0,1,1.0206,0.66,9.4,12.7,1.0161,0.63,9.7,6.6
2005-05-12,5,1,1,1.0167,0.54,12.4,10.6,1.0206,0.66,9.4,12.7
2005-05-13,5,1,1,1.0153,0.7,14.1,5.4,1.0167,0.54,12.4,10.6
2005-05-14,5,1,0,1.0136,0.79,13.5,0.3,1.0153,0.7,14.1,5.4
2005-05-15,5,0,1,1.016,0.73,13.6,3.9,1.0136,0.79,13.5,0.3
2005-05-16,5,1,1,1.0139,0.92,9.9,0.0,1.016,0.73,13.6,3.9
2005-05-17,5,1,1,1.0125,0.77,12.3,7.2,1.0139,0.92,9.9,0.0
2005-05-18,5,1,0,1.0199,0.82,9.0,0.0,1.0125,0.77,12.3,7.2
2005-05-19,5,0,1,1.0234,0.7,12.0,10.7,1.0199,0.82,9.0,0.0
2005-05-20,5,1,1,1.019,0.62,17.4,11.4,1.0234,0.7,12.0,10.7
2005-05-21,5,1,1,1.0156,0.82,16.7,1.1,1.019,0.62,17.4,11.4
2005-05-22,5,1,1,1.0148,0.86,14.6,2.4,1.0156,0.82,16.7,1.1
2005-05-23,5,1,0,1.0205,0.9,12.1,1.2,1.0148,0.86,14.6,2.4
2005-05-24,5,0,0,1.025,0.67,14.7,12.3,1.0205,0.9,12.1,1.2
2005-05-25,5,0,0,1.0244,0.6,18.2,13.4,1.025,0.67,14.7,12.3
2005-05-26,5,0,0,1.02,0.62,21.1,14.1,1.0244,0.6,18.2,13.4
2005-05-27,5,0,0,1.0158,0.58,22.8,13.5,1.02,0.62,21.1,14.1
2005-05-28,5,0,0,1.0164,0.56,23.5,14.0,1.0158,0.58,22.8,13.5
2005-05-29,5,0,1,1.015,0.67,23.3,11.4,1.0164,0.56,23.5,14.0
2005-05-30,5,1,0,1.0202,0.83,17.4,0.8,1.015,0.67,23.3,11.4
2005-05-31,5,0,0,1.0255,0.67,14.2,10.6,1.0202,0.83,17.4,0.8
2005-06-01,6,0,0,1.022,0.63,15.1,12.0,1.0255,0.67,14.2,10.6
2005-06-02,6,0,1,1.018,0.56,17.7,13.2,1.022,0.63,15.1,12.0
2005-06-03,6,1,0,1.0133,0.59,20.8,10.7,1.018,0.56,17.7,13.2
2005-06-04,6,0,0,1.0181,0.68,16.9,4.5,1.0133,0.59,20.8,10.7
2005-06-05,6,0,1,1.0207,0.61,16.1,2.0,1.0181,0.68,16.9,4.5
2005-06-06,6,1,0,1.0213,0.77,14.6,0.2,1.0207,0.61,16.1,2.0
2005-06-07,6,0,0,1.0299,0.64,12.1,8.7,1.0213,0.77,14.6,0.2
2005-06-08,6,0,0,1.0322,0.58,11.9,8.3,1.0299,0.64,12.1,8.7
2005-06-09,6,0,0,1.0275,0.57,12.0,6.1,1.0322,0.58,11.9,8.3
2005-06-10,6,0,0,1.0208,0.56,13.3,11.5,1.0275,0.57,12.0,6.1
2005-06-11,6,0,1,1.0135,0.59,15.1,9.6,1.0208,0.56,13.3,11.5
2005-06-12,6,1,1,1.0101,0.69,15.9,7.6,1.0135,0.59,15.1,9.6
2005-06-13,6,1,1,1.009,0.85,16.9,3.3,1.0101,0.69,15.9,7.6
2005-06-14,6,1,0,1.0133,0.91,16.2,0.0,1.009,0.85,16.9,3.3
2005-06-15,6,0,0,1.02,0.71,18.5,7.9,1.0133,0.91,16.2,0.0
2005-06-16,6,0,0,1.0246,0.66,19.6,9.1,1.02,0.71,18.5,7.9
2005-06-17,6,0,0,1.0272,0.66,20.9,10.3,1.0246,0.66,19.6,9.1
2005-06-18,6,0,0,1.0232,0.68,22.2,9.4,1.0272,0.66,20.9,10.3
2005-06-19,6,0,0,1.018,0.51,22.4,15.1,1.0232,0.68,22.2,9.4
2005-06-20,6,0,0,1.0156,0.47,23.7,15.0,1.018,0.51,22.4,15.1
2005-06-21,6,0,0,1.0167,0.54,24.7,11.9,1.0156,0.47,23.7,15.0
2005-06-22,6,0,0,1.0195,0.62,24.4,12.3,1.0167,0.54,24.7,11.9
2005-06-23,6,0,0,1.0183,0.61,24.6,11.9,1.0195,0.62,24.4,12.3
2005-06-24,6,0,1,1.0149,0.64,25.5,8.0,1.0183,0.61,24.6,11.9
2005-06-25,6,1,0,1.0177,0.8,21.5,5.9,1.0149,0.64,25.5,8.0
2005-06-26,6,0,0,1.0206,0.71,23.8,12.7,1.0177,0.8,21.5,5.9
2005-06-27,6,0,1,1.0187,0.68,24.9,9.5,1.0206,0.71,23.8,12.7
2005-06-28,6,1,1,1.0143,0.66,25.1,9.1,1.0187,0.68,24.9,9.5
2005-06-29,6,1,1,1.0098,0.8,21.9,6.5,1.0143,0.66,25.1,9.1
2005-06-30,6,1,1,1.0122,0.74,19.9,5.1,1.0098,0.8,21.9,6.5
2005-07-01,7,1,0,1.0185,0.72,17.2,2.3,1.0122,0.74,19.9,5.1
2005-07-02,7,0,0,1.0228,0.8,18.0,0.3,1.0185,0.72,17.2,2.3
2005-07-03,7,0,1,1.0175,0.7,21.3,10.6,1.0228,0.8,18.0,0.3
2005-07-04,7,1,1,1.012,0.79,18.5,4.6,1.0175,0.7,21.3,10.6
2005-07-05,7,1,1,1.0165,0.66,15.6,10.5,1.012,0.79,18.5,4.6
2005-07-06,7,1,1,1.0137,0.8,14.6,1.0,1.0165,0.66,15.6,10.5
2005-07-07,7,1,1,1.0153,0.82,13.5,0.7,1.0137,0.8,14.6,1.0
2005-07-08,7,1,0,1.0166,0.79,14.1,1.9,1.0153,0.82,13.5,0.7
2005-07-09,7,0,1,1.0182,0.75,16.1,7.4,1.0166,0.79,14.1,1.9
2005-07-10,7,1,1,1.0211,0.83,17.0,5.2,1.0182,0.75,16.1,7.4
2005-07-11,7,1,1,1.0248,0.89,16.9,3.0,1.0211,0.83,17.0,5.2
2005-07-12,7,1,0,1.0238,0.86,17.8,4.7,1.0248,0.89,16.9,3.0
2005-07-13,7,0,0,1.0209,0.7,20.4,11.7,1.0238,0.86,17.8,4.7
2005-07-14,7,0,1,1.0197,0.54,22.1,14.5,1.0209,0.7,20.4,11.7
2005-07-15,7,1,1,1.017,0.54,23.4,10.3,1.0197,0.54,22.1,14.5
2005-07-16,7,1,0,1.0154,0.68,22.9,6.4,1.017,0.54,23.4,10.3
2005-07-17,7,0,1,1.0145,0.62,23.7,12.9,1.0154,0.68,22.9,6.4
2005-07-18,7,1,1,1.0116,0.73,21.1,4.9,1.0145,0.62,23.7,12.9
2005-07-19,7,1,1,1.0205,0.72,18.8,3.4,1.0116,0.73,21.1,4.9
2005-07-20,7,1,0,1.0241,0.63,18.7,3.8,1.0205,0.72,18.8,3.4
2005-07-21,7,0,0,1.0197,0.69,18.9,5.7,1.0241,0.63,18.7,3.8
2005-07-22,7,0,1,1.0149,0.69,17.6,3.5,1.0197,0.69,18.9,5.7
2005-07-23,7,1,1,1.0119,0.67,18.2,5.9,1.0149,0.69,17.6,3.5
2005-07-24,7,1,1,1.0102,0.79,19.0,0.4,1.0119,0.67,18.2,5.9
2005-07-25,7,1,1,1.0107,0.9,18.8,0.2,1.0102,0.79,19.0,0.4
2005-07-26,7,1,0,1.0123,0.75,21.5,7.9,1.0107,0.9,18.8,0.2
2005-07-27,7,0,0,1.0105,0.62,25.4,12.2,1.0123,0.75,21.5,7.9
2005-07-28,7,0,1,1.0115,0.61,26.8,12.4,1.0105,0.62,25.4,12.2
2005-07-29,7,1,0,1.0137,0.76,22.4,5.1,1.0115,0.61,26.8,12.4
2005-07-30,7,0,0,1.0164,0.77,19.2,2.8,1.0137,0.76,22.4,5.1
2005-07-31,7,0,1,1.0166,0.67,18.5,8.1,1.0164,0.77,19.2,2.8
2005-08-01,8,1,1,1.0167,0.66,19.1,8.4,1.0166,0.67,18.5,8.1
2005-08-02,8,1,1,1.0179,0.95,15.3,0.0,1.0167,0.66,19.1,8.4
2005-08-03,8,1,0,1.0216,0.79,17.4,2.7,1.0179,0.95,15.3,0.0
2005-08-04,8,0,1,1.0247,0.65,17.6,11.7,1.0216,0.79,17.4,2.7
2005-08-05,8,1,0,1.0218,0.66,18.2,9.9,1.0247,0.65,17.6,11.7
2005-08-06,8,0,0,1.0184,0.69,18.0,2.2,1.0218,0.66,18.2,9.9
2005-08-07,8,0,0,1.016,0.7,14.9,3.8,1.0184,0.69,18.0,2.2
2005-08-08,8,0,0,1.0181,0.69,14.0,8.8,1.016,0.7,14.9,3.8
2005-08-09,8,0,0,1.0159,0.63,15.8,13.2,1.0181,0.69,14.0,8.8
2005-08-10,8,0,0,1.0142,0.67,17.3,12.7,1.0159,0.63,15.8,13.2
2005-08-11,8,0,1,1.0152,0.67,16.7,11.7,1.0142,0.67,17.3,12.7
2005-08-12,8,1,0,1.0155,0.68,18.5,10.3,1.0152,0.67,16.7,11.7
2005-08-13,8,0,1,1.0189,0.72,17.7,5.8,1.0155,0.68,18.5,10.3
2005-08-14,8,1,1,1.0172,0.82,15.0,1.0,1.0189,0.72,17.7,5.8
2005-08-15,8,1,0,1.0208,0.9,13.6,0.0,1.0172,0.82,15.0,1.0
2005-08-16,8,0,0,1.0202,0.79,16.0,5.1,1.0208,0.9,13.6,0.0
2005-08-17,8,0,0,1.017,0.7,18.4,12.6,1.0202,0.79,16.0,5.1
2005-08-18,8,0,1,1.0145,0.68,20.6,10.3,1.017,0.7,18.4,12.6
2005-08-19,8,1,1,1.0162,0.72,19.8,5.4,1.0145,0.68,20.6,10.3
2005-08-20,8,1,1,1.0184,0.85,16.2,0.2,1.0162,0.72,19.8,5.4
2005-08-21,8,1,1,1.0151,0.94,15.1,0.0,1.0184,0.85,16.2,0.2
2005-08-22,8,1,0,1.0132,0.9,17.1,0.0,1.0151,0.94,15.1,0.0
2005-08-23,8,0,0,1.0157,0.78,17.9,3.7,1.0132,0.9,17.1,0.0
2005-08-24,8,0,1,1.0151,0.79,18.0,5.1,1.0157,0.78,17.9,3.7
2005-08-25,8,1,0,1.0119,0.84,17.3,0.1,1.0151,0.79,18.0,5.1
2005-08-26,8,0,0,1.0189,0.76,16.5,3.1,1.0119,0.84,17.3,0.1
2005-08-27,8,0,0,1.0184,0.75,16.3,3.4,1.0189,0.76,16.5,3.1
2005-08-28,8,0,0,1.0211,0.72,17.4,9.6,1.0184,0.75,16.3,3.4
2005-08-29,8,0,0,1.0228,0.75,18.5,12.3,1.0211,0.72,17.4,9.6
2005-08-30,8,0,0,1.0223,0.75,21.2,12.2,1.0228,0.75,18.5,12.3
2005-08-31,8,0,0,1.0164,0.71,22.6,12.0,1.0223,0.75,21.2,12.2
2005-09-01,9,0,0,1.0169,0.73,22.0,8.7,1.0164,0.71,22.6,12.0
2005-09-02,9,0,0,1.0225,0.78,21.4,7.6,1.0169,0.73,22.0,8.7
2005-09-03,9,0,0,1.0239,0.78,21.3,6.8,1.0225,0.78,21.4,7.6
2005-09-04,9,0,1,1.0216,0.78,20.1,7.5,1.0239,0.78,21.3,6.8
2005-09-05,9,1,0,1.0157,0.71,19.9,8.7,1.0216,0.78,20.1,7.5
2005-09-06,9,0,0,1.0114,0.69,20.7,9.9,1.0157,0.71,19.9,8.7
2005-09-07,9,0,1,1.0128,0.7,20.0,11.8,1.0114,0.69,20.7,9.9
2005-09-08,9,1,1,1.0143,0.66,21.4,11.0,1.0128,0.7,20.0,11.8
2005-09-09,9,1,1,1.0114,0.82,19.9,2.5,1.0143,0.66,21.4,11.0
2005-09-10,9,1,1,1.0114,0.82,18.8,2.1,1.0114,0.82,19.9,2.5
2005-09-11,9,1,0,1.011,0.85,16.3,0.8,1.0114,0.82,18.8,2.1
2005-09-12,9,0,1,1.0159,0.82,16.7,3.4,1.011,0.85,16.3,0.8
2005-09-13,9,1,0,1.0234,0.9,16.5,0.2,1.0159,0.82,16.7,3.4
2005-09-14,9,0,0,1.0251,0.82,17.4,0.3,1.0234,0.9,16.5,0.2
2005-09-15,9,0,1,1.0204,0.79,17.2,3.0,1.0251,0.82,17.4,0.3
2005-09-16,9,1,0,1.0096,0.78,16.2,3.6,1.0204,0.79,17.2,3.0
2005-09-17,9,0,0,1.0179,0.81,10.3,0.7,1.0096,0.78,16.2,3.6
2005-09-18,9,0,0,1.0222,0.73,9.9,0.2,1.0179,0.81,10.3,0.7
2005-09-19,9,0,0,1.0227,0.78,10.1,0.7,1.0222,0.73,9.9,0.2
2005-09-20,9,0,0,1.0239,0.76,11.4,8.2,1.0227,0.78,10.1,0.7
2005-09-21,9,0,0,1.0213,0.76,11.6,11.3,1.0239,0.76,11.4,8.2
2005-09-22,9,0,0,1.0202,0.75,12.2,11.2,1.0213,0.76,11.6,11.3
2005-09-23,9,0,0,1.0181,0.76,15.0,10.6,1.0202,0.75,12.2,11.2
2005-09-24,9,0,0,1.0179,0.76,15.9,9.3,1.0181,0.76,15.0,10.6
2005-09-25,9,0,0,1.0153,0.76,16.5,7.1,1.0179,0.76,15.9,9.3
2005-09-26,9,0,0,1.0213,0.81,16.4,1.4,1.0153,0.76,16.5,7.1
2005-09-27,9,0,0,1.0219,0.85,15.6,1.2,1.0213,0.81,16.4,1.4
2005-09-28,9,0,0,1.0225,0.79,15.1,1.1,1.0219,0.85,15.6,1.2
2005-09-29,9,0,0,1.0222,0.76,13.5,0.8,1.0225,0.79,15.1,1.1
2005-09-30,9,0,1,1.0256,0.77,11.7,3.1,1.0222,0.76,13.5,0.8
2005-10-01,10,1,1,1.0181,0.9,12.2,0.0,1.0256,0.77,11.7,3.1
2005-10-02,10,1,1,1.0197,0.92,10.3,0.0,1.0181,0.9,12.2,0.0
2005-10-03,10,1,1,1.0226,0.94,10.0,0.0,1.0197,0.92,10.3,0.0
2005-10-04,10,1,1,1.0205,0.95,11.9,0.0,1.0226,0.94,10.0,0.0
2005-10-05,10,1,0,1.0219,0.89,12.4,2.0,1.0205,0.95,11.9,0.0
2005-10-06,10,0,0,1.0215,0.92,13.3,0.0,1.0219,0.89,12.4,2.0
2005-10-07,10,0,0,1.0195,0.85,13.9,3.7,1.0215,0.92,13.3,0.0
2005-10-08,10,0,0,1.0204,0.83,13.9,8.8,1.0195,0.85,13.9,3.7
2005-10-09,10,0,0,1.0237,0.79,13.6,9.2,1.0204,0.83,13.9,8.8
2005-10-10,10,0,0,1.0228,0.86,12.5,9.9,1.0237,0.79,13.6,9.2
2005-10-11,10,0,0,1.0193,0.85,13.2,8.3,1.0228,0.86,12.5,9.9
2005-10-12,10,0,0,1.0184,0.8,13.5,9.4,1.0193,0.85,13.2,8.3
2005-10-13,10,0,0,1.0197,0.79,12.2,8.8,1.0184,0.8,13.5,9.4
2005-10-14,10,0,0,1.0256,0.78,11.3,8.4,1.0197,0.79,12.2,8.8
2005-10-15,10,0,0,1.0271,0.82,10.6,7.6,1.0256,0.78,11.3,8.4
2005-10-16,10,0,0,1.0253,0.86,10.0,7.6,1.0271,0.82,10.6,7.6
2005-10-17,10,0,0,1.0225,0.79,9.7,6.2,1.0253,0.86,10.0,7.6
2005-10-18,10,0,1,1.0206,0.75,7.9,7.4,1.0225,0.79,9.7,6.2
2005-10-19,10,1,0,1.0185,0.88,9.3,0.3,1.0206,0.75,7.9,7.4
2005-10-20,10,0,1,1.0149,0.87,12.7,4.3,1.0185,0.88,9.3,0.3
2005-10-21,10,1,1,1.0099,0.84,13.9,2.4,1.0149,0.87,12.7,4.3
2005-10-22,10,1,1,1.0097,0.89,14.8,1.7,1.0099,0.84,13.9,2.4
2005-10-23,10,1,0,1.0174,0.88,13.2,0.6,1.0097,0.89,14.8,1.7
2005-10-24,10,0,0,1.0216,0.87,12.3,3.6,1.0174,0.88,13.2,0.6
2005-10-25,10,0,0,1.0184,0.7,14.7,2.6,1.0216,0.87,12.3,3.6
2005-10-26,10,0,0,1.0218,0.7,15.8,7.0,1.0184,0.7,14.7,2.6
2005-10-27,10,0,0,1.0214,0.79,13.4,9.5,1.0218,0.7,15.8,7.0
2005-10-28,10,0,0,1.0204,0.77,13.6,8.9,1.0214,0.79,13.4,9.5
2005-10-29,10,0,0,1.0196,0.76,13.7,8.5,1.0204,0.77,13.6,8.9
2005-10-30,10,0,1,1.0182,0.73,13.7,9.0,1.0196,0.76,13.7,8.5
2005-10-31,10,1,1,1.0144,0.74,13.6,2.2,1.0182,0.73,13.7,9.0
2005-11-01,11,1,1,1.0196,0.82,13.3,2.1,1.0144,0.74,13.6,2.2
2005-11-02,11,1,1,1.0198,0.83,11.9,0.3,1.0196,0.82,13.3,2.1
2005-11-03,11,1,1,1.0185,0.8,13.9,7.6,1.0198,0.83,11.9,0.3
2005-11-04,11,1,0,1.0179,0.87,12.5,0.8,1.0185,0.8,13.9,7.6
2005-11-05,11,0,0,1.0272,0.82,9.6,2.3,1.0179,0.87,12.5,0.8
2005-11-06,11,0,0,1.028,0.84,6.6,6.1,1.0272,0.82,9.6,2.3
2005-11-07,11,0,0,1.0276,0.81,7.1,4.4,1.028,0.84,6.6,6.1
2005-11-08,11,0,0,1.0246,0.8,7.4,7.1,1.0276,0.81,7.1,4.4
2005-11-09,11,0,0,1.0249,0.88,6.7,4.7,1.0246,0.8,7.4,7.1
2005-11-10,11,0,0,1.0349,0.9,8.8,0.0,1.0249,0.88,6.7,4.7
2005-11-11,11,0,0,1.0309,0.88,8.2,0.2,1.0349,0.9,8.8,0.0
2005-11-12,11,0,0,1.02,0.86,7.2,1.9,1.0309,0.88,8.2,0.2
2005-11-13,11,0,0,1.0205,0.9,5.8,4.5,1.02,0.86,7.2,1.9
2005-11-14,11,0,0,1.0237,0.83,4.7,0.0,1.0205,0.9,5.8,4.5
2005-11-15,11,0,1,1.0145,0.86,5.0,4.5,1.0237,0.83,4.7,0.0
