DATE,MONTH,RainToday,RainTomorrow,BASEL_pressure,BASEL_humidity,BASEL_temp_mean,BASEL_sunshine,BASEL_pressure_lag1,BASEL_humidity_lag1,BASEL_temp_mean_lag1,BASEL_sunshine_lag1
2002-04-11,4,0,1,1.0033,0.58,10.3,8.0,1.0086,0.49,7.3,6.6
2002-04-12,4,1,1,0.997,0.71,9.5,1.6,1.0033,0.58,10.3,8.0
2002-04-13,4,1,1,1.0009,0.96,7.6,0.0,0.997,0.71,9.5,1.6
2002-04-14,4,1,1,1.0116,0.92,5.3,0.0,1.0009,0.96,7.6,0.0
2002-04-15,4,1,1,1.0163,0.79,5.7,3.1,1.0116,0.92,5.3,0.0
2002-04-16,4,1,0,1.0178,0.81,4.9,2.1,1.0163,0.79,5.7,3.1
2002-04-17,4,0,1,1.0185,0.74,8.6,0.5,1.0178,0.81,4.9,2.1
2002-04-18,4,1,1,1.0193,0.66,10.0,6.9,1.0185,0.74,8.6,0.5
2002-04-19,4,1,1,1.0232,0.74,8.8,4.7,1.0193,0.66,10.0,6.9
2002-04-20,4,1,0,1.0292,0.8,7.0,3.5,1.0232,0.74,8.8,4.7
2002-04-21,4,0,0,1.0328,0.78,9.2,0.3,1.0292,0.8,7.0,3.5
2002-04-22,4,0,0,1.0314,0.68,12.2,8.0,1.0328,0.78,9.2,0.3
2002-04-23,4,0,1,1.0293,0.62,14.0,6.1,1.0314,0.68,12.2,8.0
2002-04-24,4,1,0,1.027,0.8,13.1,0.0,1.0293,0.62,14.0,6.1
2002-04-25,4,0,1,1.0212,0.65,16.6,5.1,1.027,0.8,13.1,0.0
2002-04-26,4,1,0,1.0134,0.77,12.7,1.9,1.0212,0.65,16.6,5.1
2002-04-27,4,0,0,1.0166,0.62,9.6,6.1,1.0134,0.77,12.7,1.9
2002-04-28,4,0,1,1.0097,0.55,11.7,3.3,1.0166,0.62,9.6,6.1
2002-04-29,4,1,0,1.0135,0.57,11.8,2.9,1.0097,0.55,11.7,3.3
2002-04-30,4,0,1,1.0132,0.56,14.0,11.4,1.0135,0.57,11.8,2.9
2002-05-01,5,1,1,1.0118,0.84,10.5,0.0,1.0132,0.56,14.0,11.4
2002-05-02,5,1,1,1.0115,0.92,8.9,0.0,1.0118,0.84,10.5,0.0
2002-05-03,5,1,1,1.0126,0.96,6.9,0.0,1.0115,0.92,8.9,0.0
2002-05-04,5,1,0,1.0141,0.94,7.0,0.0,1.0126,0.96,6.9,0.0
2002-05-05,5,0,0,1.018,0.79,7.3,0.4,1.0141,0.94,7.0,0.0
2002-05-06,5,0,0,1.0217,0.8,7.9,4.9,1.018,0.79,7.3,0.4
2002-05-07,5,0,0,1.0176,0.83,11.4,7.2,1.0217,0.8,7.9,4.9
2002-05-08,5,0,1,1.0094,0.89,12.5,0.0,1.0176,0.83,11.4,7.2
2002-05-09,5,1,0,1.0085,0.78,16.0,2.3,1.0094,0.89,12.5,0.0
2002-05-10,5,0,0,1.009,0.67,15.2,11.6,1.0085,0.78,16.0,2.3
2002-05-11,5,0,1,1.0117,0.77,14.0,0.3,1.009,0.67,15.2,11.6
2002-05-12,5,1,1,1.0157,0.79,13.4,1.2,1.0117,0.77,14.0,0.3
2002-05-13,5,1,0,1.0163,0.76,15.1,5.3,1.0157,0.79,13.4,1.2
2002-05-14,5,0,0,1.023,0.62,15.3,11.4,1.0163,0.76,15.1,5.3
2002-05-15,5,0,0,1.0264,0.57,16.1,12.9,1.023,0.62,15.3,11.4
2002-05-16,5,0,0,1.0207,0.56,19.0,13.5,1.0264,0.57,16.1,12.9
2002-05-17,5,0,1,1.0128,0.55,21.8,12.6,1.0207,0.56,19.0,13.5
2002-05-18,5,1,0,1.0179,0.77,15.1,0.0,1.0128,0.55,21.8,12.6
2002-05-19,5,0,0,1.0224,0.81,13.7,0.2,1.0179,0.77,15.1,0.0
2002-05-20,5,0,0,1.0157,0.66,16.0,13.6,1.0224,0.81,13.7,0.2
2002-05-21,5,0,0,1.0072,0.57,19.1,13.3,1.0157,0.66,16.0,13.6
2002-05-22,5,0,1,1.0047,0.65,18.2,1.8,1.0072,0.57,19.1,13.3
2002-05-23,5,1,0,1.0108,0.89,11.3,0.0,1.0047,0.65,18.2,1.8
2002-05-24,5,0,1,1.0145,0.76,14.3,5.4,1.0108,0.89,11.3,0.0
2002-05-25,5,1,1,1.0171,0.85,11.2,3.5,1.0145,0.76,14.3,5.4
2002-05-26,5,1,1,1.0125,0.78,11.9,6.4,1.0171,0.85,11.2,3.5
2002-05-27,5,1,0,1.0107,0.86,10.7,0.0,1.0125,0.78,11.9,6.4
2002-05-28,5,0,1,1.0136,0.73,12.4,3.4,1.0107,0.86,10.7,0.0
2002-05-29,5,1,0,1.0204,0.72,12.7,2.9,1.0136,0.73,12.4,3.4
2002-05-30,5,0,0,1.0242,0.65,14.4,11.5,1.0204,0.72,12.7,2.9
2002-05-31,5,0,0,1.0248,0.6,16.9,13.6,1.0242,0.65,14.4,11.5
2002-06-01,6,0,0,1.022,0.63,17.7,14.1,1.0248,0.6,16.9,13.6
2002-06-02,6,0,1,1.0176,0.59,19.0,11.7,1.022,0.63,17.7,14.1
2002-06-03,6,1,1,1.0129,0.72,17.4,1.1,1.0176,0.59,19.0,11.7
2002-06-04,6,1,1,1.0073,0.81,19.8,7.5,1.0129,0.72,17.4,1.1
2002-06-05,6,1,1,1.0001,0.92,15.3,1.0,1.0073,0.81,19.8,7.5
2002-06-06,6,1,0,1.0015,0.85,15.9,3.2,1.0001,0.92,15.3,1.0
2002-06-07,6,0,1,1.0082,0.78,14.4,1.7,1.0015,0.85,15.9,3.2
2002-06-08,6,1,1,1.0092,0.75,15.5,2.9,1.0082,0.78,14.4,1.7
2002-06-09,6,1,0,1.0106,0.9,15.2,0.3,1.0092,0.75,15.5,2.9
2002-06-10,6,0,0,1.0172,0.75,13.1,0.8,1.0106,0.9,15.2,0.3
2002-06-11,6,0,0,1.0204,0.71,14.5,5.3,1.0172,0.75,13.1,0.8
2002-06-12,6,0,0,1.0198,0.67,17.7,11.6,1.0204,0.71,14.5,5.3
2002-06-13,6,0,0,1.0196,0.65,20.9,10.4,1.0198,0.67,17.7,11.6
2002-06-14,6,0,0,1.0176,0.64,22.9,13.9,1.0196,0.65,20.9,10.4
2002-06-15,6,0,0,1.0167,0.64,23.9,7.6,1.0176,0.64,22.9,13.9
2002-06-16,6,0,0,1.019,0.74,23.3,6.6,1.0167,0.64,23.9,7.6
2002-06-17,6,0,0,1.0181,0.61,25.8,13.2,1.019,0.74,23.3,6.6
2002-06-18,6,0,1,1.0174,0.56,26.8,12.5,1.0181,0.61,25.8,13.2
2002-06-19,6,1,1,1.0181,0.65,25.1,12.6,1.0174,0.56,26.8,12.5
2002-06-20,6,1,0,1.0194,0.8,23.3,4.0,1.0181,0.65,25.1,12.6
2002-06-21,6,0,0,1.0204,0.76,23.0,8.3,1.0194,0.8,23.3,4.0
2002-06-22,6,0,1,1.0206,0.74,24.2,10.6,1.0204,0.76,23.0,8.3
2002-06-23,6,1,1,1.0178,0.69,24.6,13.6,1.0206,0.74,24.2,10.6
2002-06-24,6,1,0,1.0223,0.89,18.9,0.1,1.0178,0.69,24.6,13.6
2002-06-25,6,0,0,1.0244,0.66,19.1,11.7,1.0223,0.89,18.9,0.1
2002-06-26,6,0,1,1.0212,0.63,20.1,14.3,1.0244,0.66,19.1,11.7
2002-06-27,6,1,0,1.015,0.66,19.8,6.8,1.0212,0.63,20.1,14.3
2002-06-28,6,0,0,1.0178,0.59,16.0,6.0,1.015,0.66,19.8,6.8
2002-06-29,6,0,0,1.0216,0.6,15.6,13.5,1.0178,0.59,16.0,6.0
2002-06-30,6,0,1,1.0179,0.58,16.5,13.5,1.0216,0.6,15.6,13.5
2002-07-01,7,1,1,1.0113,0.55,19.7,10.1,1.0179,0.58,16.5,13.5
2002-07-02,7,1,1,1.0107,0.74,16.6,0.0,1.0113,0.55,19.7,10.1
2002-07-03,7,1,0,1.0089,0.68,17.8,5.1,1.0107,0.74,16.6,0.0
2002-07-04,7,0,1,1.0199,0.73,14.7,3.5,1.0089,0.68,17.8,5.1
2002-07-05,7,1,1,1.0156,0.65,17.2,14.0,1.0199,0.73,14.7,3.5
2002-07-06,7,1,0,1.017,0.82,16.1,2.6,1.0156,0.65,17.2,14.0
2002-07-07,7,0,0,1.0189,0.71,19.4,8.8,1.017,0.82,16.1,2.6
2002-07-08,7,0,1,1.0141,0.67,21.9,13.6,1.0189,0.71,19.4,8.8
2002-07-09,7,1,1,1.0109,0.77,21.5,5.4,1.0141,0.67,21.9,13.6
2002-07-10,7,1,0,1.0137,0.85,15.9,1.6,1.0109,0.77,21.5,5.4
2002-07-11,7,0,1,1.0206,0.7,17.2,8.2,1.0137,0.85,15.9,1.6
2002-07-12,7,1,1,1.0183,0.64,19.6,12.6,1.0206,0.7,17.2,8.2
2002-07-13,7,1,1,1.0165,0.8,17.6,1.4,1.0183,0.64,19.6,12.6
2002-07-14,7,1,1,1.0193,0.85,17.4,1.8,1.0165,0.8,17.6,1.4
2002-07-15,7,1,1,1.0145,0.9,17.8,0.0,1.0193,0.85,17.4,1.8
2002-07-16,7,1,1,1.0121,0.95,16.1,0.0,1.0145,0.9,17.8,0.0
2002-07-17,7,1,0,1.0145,0.94,16.2,0.0,1.0121,0.95,16.1,0.0
2002-07-18,7,0,0,1.0165,0.76,17.9,3.7,1.0145,0.94,16.2,0.0
2002-07-19,7,0,0,1.017,0.72,17.7,11.2,1.0165,0.76,17.9,3.7
2002-07-20,7,0,0,1.0161,0.68,19.8,12.7,1.017,0.72,17.7,11.2
2002-07-21,7,0,0,1.0149,0.7,20.2,1.7,1.0161,0.68,19.8,12.7
2002-07-22,7,0,0,1.0191,0.63,18.4,11.6,1.0149,0.7,20.2,1.7
2002-07-23,7,0,0,1.0161,0.64,19.1,12.7,1.0191,0.63,18.4,11.6
2002-07-24,7,0,0,1.0162,0.68,19.0,1.9,1.0161,0.64,19.1,12.7
2002-07-25,7,0,1,1.0175,0.66,18.4,0.8,1.0162,0.68,19.0,1.9
2002-07-26,7,1,0,1.0197,0.71,18.0,0.2,1.0175,0.66,18.4,0.8
2002-07-27,7,0,0,1.0184,0.69,20.8,13.0,1.0197,0.71,18.0,0.2
2002-07-28,7,0,0,1.0173,0.67,22.1,13.7,1.0184,0.69,20.8,13.0
2002-07-29,7,0,1,1.0155,0.67,23.4,12.6,1.0173,0.67,22.1,13.7
2002-07-30,7,1,1,1.0107,0.69,23.5,9.0,1.0155,0.67,23.4,12.6
2002-07-31,7,1,1,1.0105,0.82,19.8,2.7,1.0107,0.69,23.5,9.0
2002-08-01,8,1,1,1.0137,0.86,16.6,1.5,1.0105,0.82,19.8,2.7
2002-08-02,8,1,1,1.015,0.69,18.4,9.5,1.0137,0.86,16.6,1.5
2002-08-03,8,1,1,1.0148,0.86,18.4,1.5,1.015,0.69,18.4,9.5
2002-08-04,8,1,1,1.0146,0.92,17.2,1.4,1.0148,0.86,18.4,1.5
2002-08-05,8,1,1,1.0146,0.78,17.8,7.4,1.0146,0.92,17.2,1.4
2002-08-06,8,1,1,1.0143,0.88,16.6,1.2,1.0146,0.78,17.8,7.4
2002-08-07,8,1,0,1.0165,0.83,16.9,2.4,1.0143,0.88,16.6,1.2
2002-08-08,8,0,1,1.0132,0.76,17.5,7.3,1.0165,0.83,16.9,2.4
2002-08-09,8,1,1,1.0085,0.88,15.8,0.8,1.0132,0.76,17.5,7.3
2002-08-10,8,1,1,1.006,0.94,13.5,0.0,1.0085,0.88,15.8,0.8
2002-08-11,8,1,1,1.0074,0.9,14.2,0.0,1.006,0.94,13.5,0.0
2002-08-12,8,1,0,1.0142,0.77,16.4,2.3,1.0074,0.9,14.2,0.0
2002-08-13,8,0,0,1.0202,0.72,18.1,8.1,1.0142,0.77,16.4,2.3
2002-08-14,8,0,0,1.0192,0.7,18.0,12.6,1.0202,0.72,18.1,8.1
2002-08-15,8,0,0,1.017,0.72,19.6,12.7,1.0192,0.7,18.0,12.6
2002-08-16,8,0,0,1.017,0.7,20.9,12.7,1.017,0.72,19.6,12.7
2002-08-17,8,0,0,1.0148,0.73,21.5,12.4,1.017,0.7,20.9,12.7
2002-08-18,8,0,0,1.0132,0.67,22.0,12.4,1.0148,0.73,21.5,12.4
2002-08-19,8,0,1,1.0146,0.64,23.0,8.9,1.0132,0.67,22.0,12.4
2002-08-20,8,1,0,1.0161,0.84,19.5,1.2,1.0146,0.64,23.0,8.9
2002-08-21,8,0,0,1.0167,0.71,18.5,6.2,1.0161,0.84,19.5,1.2
2002-08-22,8,0,0,1.0159,0.73,17.2,11.2,1.0167,0.71,18.5,6.2
2002-08-23,8,0,0,1.0159,0.76,19.5,6.1,1.0159,0.73,17.2,11.2
2002-08-24,8,0,0,1.0187,0.78,19.9,4.8,1.0159,0.76,19.5,6.1
2002-08-25,8,0,1,1.0191,0.82,19.5,4.1,1.0187,0.78,19.9,4.8
2002-08-26,8,1,1,1.0155,0.82,18.3,1.2,1.0191,0.82,19.5,4.1
2002-08-27,8,1,0,1.0155,0.84,18.0,0.1,1.0155,0.82,18.3,1.2
2002-08-28,8,0,0,1.0144,0.78,19.4,7.2,1.0155,0.84,18.0,0.1
2002-08-29,8,0,0,1.0163,0.82,20.1,3.2,1.0144,0.78,19.4,7.2
2002-08-30,8,0,1,1.0184,0.83,20.3,5.7,1.0163,0.82,20.1,3.2
2002-08-31,8,1,1,1.0191,0.86,19.1,0.3,1.0184,0.83,20.3,5.7
2002-09-01,9,1,0,1.0237,0.89,15.5,0.0,1.0191,0.86,19.1,0.3
2002-09-02,9,0,1,1.0232,0.79,16.2,0.0,1.0237,0.89,15.5,0.0
2002-09-03,9,1,0,1.0165,0.92,14.6,0.0,1.0232,0.79,16.2,0.0
2002-09-04,9,0,0,1.0146,0.84,17.7,1.5,1.0165,0.92,14.6,0.0
2002-09-05,9,0,0,1.0153,0.8,17.4,4.4,1.0146,0.84,17.7,1.5
2002-09-06,9,0,1,1.0177,0.78,17.9,2.9,1.0153,0.8,17.4,4.4
2002-09-07,9,1,0,1.0145,0.83,16.6,5.5,1.0177,0.78,17.9,2.9
2002-09-08,9,0,1,1.012,0.75,18.8,10.7,1.0145,0.83,16.6,5.5
2002-09-09,9,1,1,1.0132,0.84,17.1,1.0,1.012,0.75,18.8,10.7
2002-09-10,9,1,1,1.0211,0.89,14.4,1.0,1.0132,0.84,17.1,1.0
2002-09-11,9,1,0,1.0224,0.92,12.9,1.0,1.0211,0.89,14.4,1.0
2002-09-12,9,0,0,1.0192,0.78,15.2,5.3,1.0224,0.92,12.9,1.0
2002-09-13,9,0,0,1.0199,0.69,13.1,11.8,1.0192,0.78,15.2,5.3
2002-09-14,9,0,0,1.0201,0.73,12.9,11.4,1.0199,0.69,13.1,11.8
2002-09-15,9,0,0,1.0187,0.76,14.2,4.4,1.0201,0.73,12.9,11.4
2002-09-16,9,0,0,1.0178,0.75,12.2,10.7,1.0187,0.76,14.2,4.4
2002-09-17,9,0,0,1.0167,0.76,13.0,11.6,1.0178,0.75,12.2,10.7
2002-09-18,9,0,1,1.0146,0.76,16.0,10.5,1.0167,0.76,13.0,11.6
2002-09-19,9,1,1,1.0153,0.92,17.0,0.1,1.0146,0.76,16.0,10.5
2002-09-20,9,1,0,1.017,0.84,18.0,2.4,1.0153,0.92,17.0,0.1
2002-09-21,9,0,1,1.0147,0.82,14.3,1.3,1.017,0.84,18.0,2.4
2002-09-22,9,1,1,1.0102,0.74,13.1,3.5,1.0147,0.82,14.3,1.3
2002-09-23,9,1,1,1.0107,0.93,9.2,0.0,1.0102,0.74,13.1,3.5
2002-09-24,9,1,1,1.0141,0.94,6.3,0.0,1.0107,0.93,9.2,0.0
2002-09-25,9,1,1,1.0187,0.91,6.4,0.0,1.0141,0.94,6.3,0.0
2002-09-26,9,1,0,1.0198,0.89,8.9,0.0,1.0187,0.91,6.4,0.0
2002-09-27,9,0,0,1.0235,0.84,10.8,4.3,1.0198,0.89,8.9,0.0
2002-09-28,9,0,0,1.0271,0.83,9.9,4.2,1.0235,0.84,10.8,4.3
2002-09-29,9,0,0,1.0284,0.73,8.7,10.4,1.0271,0.83,9.9,4.2
2002-09-30,9,0,0,1.0266,0.75,10.7,11.0,1.0284,0.73,8.7,10.4
2002-10-01,10,0,0,1.0243,0.77,11.6,10.1,1.0266,0.75,10.7,11.0
2002-10-02,10,0,1,1.0237,0.82,12.2,6.8,1.0243,0.77,11.6,10.1
2002-10-03,10,1,1,1.0244,0.79,13.9,6.6,1.0237,0.82,12.2,6.8
2002-10-04,10,1,1,1.025,0.92,13.6,0.0,1.0244,0.79,13.9,6.6
2002-10-05,10,1,1,1.0246,0.8,11.7,5.3,1.025,0.92,13.6,0.0
2002-10-06,10,1,1,1.015,0.91,11.0,0.5,1.0246,0.8,11.7,5.3
2002-10-07,10,1,1,1.0171,0.87,9.0,3.1,1.015,0.91,11.0,0.5
2002-10-08,10,1,0,1.013,0.83,9.1,6.0,1.0171,0.87,9.0,3.1
2002-10-09,10,0,0,1.0084,0.84,8.5,4.5,1.013,0.83,9.1,6.0
2002-10-10,10,0,0,1.0069,0.88,7.6,0.0,1.0084,0.84,8.5,4.5
2002-10-11,10,0,1,1.0099,0.9,9.4,0.0,1.0069,0.88,7.6,0.0
2002-10-12,10,1,1,1.0125,0.87,9.8,1.9,1.0099,0.9,9.4,0.0
2002-10-13,10,1,1,1.0136,0.77,10.4,6.9,1.0125,0.87,9.8,1.9
2002-10-14,10,1,1,1.0142,0.93,10.6,0.0,1.0136,0.77,10.4,6.9
2002-10-15,10,1,1,1.013,0.93,12.1,0.1,1.0142,0.93,10.6,0.0
2002-10-16,10,1,1,1.0061,0.84,15.9,3.5,1.013,0.93,12.1,0.1
2002-10-17,10,1,1,1.0056,0.85,10.8,0.0,1.0061,0.84,15.9,3.5
2002-10-18,10,1,1,1.0137,0.76,7.4,0.9,1.0056,0.85,10.8,0.0
2002-10-19,10,1,0,1.0208,0.82,6.6,2.0,1.0137,0.76,7.4,0.9
2002-10-20,10,0,1,1.0174,0.82,6.8,3.6,1.0208,0.82,6.6,2.0
2002-10-21,10,1,1,1.0066,0.88,9.7,0.8,1.0174,0.82,6.8,3.6
2002-10-22,10,1,1,1.0002,0.74,13.7,0.6,1.0066,0.88,9.7,0.8
2002-10-23,10,1,1,1.0074,0.75,10.7,0.7,1.0002,0.74,13.7,0.6
2002-10-24,10,1,1,1.0155,0.78,8.7,2.9,1.0074,0.75,10.7,0.7
2002-10-25,10,1,0,1.0093,0.79,13.0,0.0,1.0155,0.78,8.7,2.9
2002-10-26,10,0,0,1.0207,0.57,13.1,6.6,1.0093,0.79,13.0,0.0
2002-10-27,10,0,0,1.0202,0.63,14.1,1.4,1.0207,0.57,13.1,6.6
2002-10-28,10,0,0,1.0325,0.68,9.2,7.3,1.0202,0.63,14.1,1.4
2002-10-29,10,0,0,1.0229,0.72,7.4,4.8,1.0325,0.68,9.2,7.3
2002-10-30,10,0,0,1.0168,0.73,10.5,6.9,1.0229,0.72,7.4,4.8
2002-10-31,10,0,1,1.0187,0.82,11.4,4.2,1.0168,0.73,10.5,6.9
2002-11-01,11,1,1,1.0211,0.85,12.7,0.0,1.0187,0.82,11.4,4.2
2002-11-02,11,1,1,1.0165,0.92,12.1,0.0,1.0211,0.85,12.7,0.0
2002-11-03,11,1,1,1.0117,0.84,13.0,0.3,1.0165,0.92,12.1,0.0
2002-11-04,11,1,1,1.0175,0.83,9.2,0.2,1.0117,0.84,13.0,0.3
2002-11-05,11,1,1,1.0246,0.88,7.9,1.0,1.0175,0.83,9.2,0.2
2002-11-06,11,1,1,1.0215,0.85,5.8,3.5,1.0246,0.88,7.9,1.0
2002-11-07,11,1,1,1.0148,0.86,5.0,0.0,1.0215,0.85,5.8,3.5
2002-11-08,11,1,1,1.0189,0.73,5.6,1.3,1.0148,0.86,5.0,0.0
2002-11-09,11,1,1,1.0066,0.8,9.4,0.0,1.0189,0.73,5.6,1.3
2002-11-10,11,1,1,1.0116,0.93,5.9,0.0,1.0066,0.8,9.4,0.0
2002-11-11,11,1,1,1.0108,0.82,10.5,2.4,1.0116,0.93,5.9,0.0
2002-11-12,11,1,1,1.0141,0.84,6.6,6.5,1.0108,0.82,10.5,2.4
2002-11-13,11,1,1,1.0032,0.85,7.8,2.2,1.0141,0.84,6.6,6.5
2002-11-14,11,1,1,0.995,0.88,6.8,0.0,1.0032,0.85,7.8,2.2
2002-11-15,11,1,1,0.9953,0.9,8.5,0.2,0.995,0.88,6.8,0.0
2002-11-16,11,1,0,0.9989,0.94,8.8,0.0,0.9953,0.9,8.5,0.2
2002-11-17,11,0,1,1.0131,0.87,9.0,4.7,0.9989,0.94,8.8,0.0
2002-11-18,11,1,1,1.0143,0.92,6.4,0.0,1.0131,0.87,9.0,4.7
2002-11-19,11,1,0,1.0125,0.95,7.0,0.0,1.0143,0.92,6.4,0.0
2002-11-20,11,0,1,1.0121,0.84,6.5,5.5,1.0125,0.95,7.0,0.0
2002-11-21,11,1,1,1.0004,0.83,6.7,0.9,1.0121,0.84,6.5,5.5
2002-11-22,11,1,1,1.0053,0.84,6.8,1.0,1.0004,0.83,6.7,0.9
2002-11-23,11,1,1,1.01,0.8,6.8,3.7,1.0053,0.84,6.8,1.0
2002-11-24,11,1,1,1.0093,0.96,7.4,0.0,1.01,0.8,6.8,3.7
2002-11-25,11,1,1,1.0064,0.94,7.0,0.0,1.0093,0.96,7.4,0.0
2002-11-26,11,1,0,1.0147,0.95,7.8,0.0,1.0064,0.94,7.0,0.0
2002-11-27,11,0,1,1.0163,0.88,8.6,4.3,1.0147,0.95,7.8,0.0
2002-11-28,11,1,0,1.0153,0.89,7.9,3.1,1.0163,0.88,8.6,4.3
2002-11-29,11,0,1,1.0163,0.86,8.4,0.6,1.0153,0.89,7.9,3.1
2002-11-30,11,1,1,1.0221,0.9,6.5,0.1,1.0163,0.86,8.4,0.6
2002-12-01,12,1,1,1.0152,0.88,4.8,4.5,1.0221,0.9,6.5,0.1
2002-12-02,12,1,1,1.0083,0.83,6.2,0.0,1.0152,0.88,4.8,4.5
2002-12-03,12,1,0,1.0111,0.92,5.0,0.0,1.0083,0.83,6.2,0.0
2002-12-04,12,0,0,1.0164,0.9,4.8,0.0,1.0111,0.92,5.0,0.0
2002-12-05,12,0,1,1.016,0.9,4.3,0.0,1.0164,0.9,4.8,0.0
2002-12-06,12,1,1,1.0193,0.89,3.8,0.0,1.016,0.9,4.3,0.0
2002-12-07,12,1,0,1.0195,0.92,2.3,0.0,1.0193,0.89,3.8,0.0
2002-12-08,12,0,1,1.021,0.79,2.3,0.0,1.0195,0.92,2.3,0.0
2002-12-09,12,1,0,1.0211,0.78,-0.4,0.0,1.021,0.79,2.3,0.0
2002-12-10,12,0,0,1.0225,0.79,-0.9,2.2,1.0211,0.78,-0.4,0.0
2002-12-11,12,0,0,1.0223,0.83,-1.9,0.8,1.0225,0.79,-0.9,2.2
2002-12-12,12,0,0,1.0231,0.84,-0.5,4.0,1.0223,0.83,-1.9,0.8
2002-12-13,12,0,1,1.0259,0.9,1.8,3.8,1.0231,0.84,-0.5,4.0
2002-12-14,12,1,1,1.0207,0.88,1.3,1.7,1.0259,0.9,1.8,3.8
2002-12-15,12,1,1,1.0172,0.88,4.4,1.6,1.0207,0.88,1.3,1.7
2002-12-16,12,1,0,1.0179,0.85,7.1,0.0,1.0172,0.88,4.4,1.6
2002-12-17,12,0,0,1.0196,0.89,6.3,0.0,1.0179,0.85,7.1,0.0
2002-12-18,12,0,0,1.027,0.88,2.8,0.0,1.0196,0.89,6.3,0.0
2002-12-19,12,0,1,1.0289,0.76,1.6,4.3,1.027,0.88,2.8,0.0
2002-12-20,12,1,1,1.0246,0.85,2.6,0.0,1.0289,0.76,1.6,4.3
2002-12-21,12,1,1,1.0214,0.96,6.8,0.0,1.0246,0.85,2.6,0.0
2002-12-22,12,1,0,1.0158,0.9,9.0,0.0,1.0214,0.96,6.8,0.0
2002-12-23,12,0,0,1.0146,0.93,10.6,0.0,1.0158,0.9,9.0,0.0
2002-12-24,12,0,1,1.0158,0.9,9.3,0.0,1.0146,0.93,10.6,0.0
2002-12-25,12,1,1,1.0176,0.9,8.3,0.0,1.0158,0.9,9.3,0.0
2002-12-26,12,1,0,1.0127,0.87,7.5,0.1,1.0176,0.9,8.3,0.0
2002-12-27,12,0,1,1.002,0.82,8.2,1.0,1.0127,0.87,7.5,0.1
2002-12-28,12,1,1,1.0041,0.9,7.3,0.0,1.002,0.82,8.2,1.0
2002-12-29,12,1,0,1.0126,0.79,7.8,0.0,1.0041,0.9,7.3,0.0
2002-12-30,12,0,1,1.0077,0.65,12.5,0.0,1.0126,0.79,7.8,0.0
2002-12-31,12,1,1,1.0099,0.77,9.3,0.0,1.0077,0.65,12.5,0.0
2003-01-01,1,1,1,1.0104,0.77,8.3,2.5,1.0099,0.77,9.3,0.0
2003-01-02,1,1,1,0.9995,0.65,14.1,0.0,1.0104,0.77,8.3,2.5
2003-01-03,1,1,1,1.0036,0.64,9.2,0.4,0.9995,0.65,14.1,0.0
2003-01-04,1,1,1,1.004,0.85,5.3,0.0,1.0036,0.64,9.2,0.4
2003-01-05,1,1,1,1.0123,0.81,-2.1,0.0,1.004,0.85,5.3,0.0
2003-01-06,1,1,1,1.012,0.87,-3.6,0.0,1.0123,0.81,-2.1,0.0
2003-01-07,1,1,0,1.0152,0.86,-4.3,0.0,1.012,0.87,-3.6,0.0
2003-01-08,1,0,0,1.0124,0.73,-4.8,0.0,1.0152,0.86,-4.3,0.0
2003-01-09,1,0,1,1.0146,0.75,-5.6,0.0,1.0124,0.73,-4.8,0.0
2003-01-10,1,1,0,1.022,0.77,-7.4,0.0,1.0146,0.75,-5.6,0.0
2003-01-11,1,0,0,1.0289,0.69,-5.0,0.1,1.022,0.77,-7.4,0.0
2003-01-12,1,0,1,1.0344,0.7,-8.0,7.1,1.0289,0.69,-5.0,0.1
2003-01-13,1,1,1,1.0367,0.77,-5.9,0.0,1.0344,0.7,-8.0,7.1
2003-01-14,1,1,0,1.0372,0.92,2.0,1.3,1.0367,0.77,-5.9,0.0
2003-01-15,1,0,0,1.0318,0.89,1.5,7.2,1.0372,0.92,2.0,1.3
2003-01-16,1,0,0,1.0318,0.88,2.7,0.1,1.0318,0.89,1.5,7.2
2003-01-17,1,0,0,1.0254,0.82,2.5,6.8,1.0318,0.88,2.7,0.1
2003-01-18,1,0,1,1.0213,0.82,2.6,5.2,1.0254,0.82,2.5,6.8
2003-01-19,1,1,1,1.0141,0.88,1.4,3.3,1.0213,0.82,2.6,5.2
2003-01-20,1,1,1,1.0097,0.85,3.9,4.1,1.0141,0.88,1.4,3.3
2003-01-21,1,1,1,0.998,0.91,3.3,0.0,1.0097,0.85,3.9,4.1
2003-01-22,1,1,1,1.0026,0.72,6.8,1.2,0.998,0.91,3.3,0.0
2003-01-23,1,1,0,1.0193,0.83,4.8,0.5,1.0026,0.72,6.8,1.2
2003-01-24,1,0,0,1.035,0.84,2.4,0.0,1.0193,0.83,4.8,0.5
2003-01-25,1,0,1,1.0351,0.82,1.1,0.9,1.035,0.84,2.4,0.0
2003-01-26,1,1,1,1.0329,0.86,2.3,0.0,1.0351,0.82,1.1,0.9
2003-01-27,1,1,1,1.0311,0.94,4.4,0.0,1.0329,0.86,2.3,0.0
2003-01-28,1,1,1,1.0204,0.73,6.5,2.6,1.0311,0.94,4.4,0.0
2003-01-29,1,1,1,1.0054,0.8,2.1,0.0,1.0204,0.73,6.5,2.6
2003-01-30,1,1,1,1.0037,0.8,0.5,0.0,1.0054,0.8,2.1,0.0
2003-01-31,1,1,1,1.0153,0.79,-4.6,0.1,1.0037,0.8,0.5,0.0
